failure_type,query_id,query,product_id,relevance_score,ltr_rank,ltr_score,bm25_rank,tfidf_rank
relevant_below_top10,23,stoneford end tables white and wood,28801,1,362.0,-0.6004788394372731,571.0,513.0
relevant_below_top10,23,stoneford end tables white and wood,15483,1,363.0,-0.6012406420825109,362.0,542.0
relevant_below_top10,23,stoneford end tables white and wood,15484,1,364.0,-0.6012406420825109,363.0,560.0
relevant_below_top10,23,stoneford end tables white and wood,14107,1,365.0,-0.6013087868641052,508.0,411.0
relevant_below_top10,23,stoneford end tables white and wood,5325,1,366.0,-0.6019270885514652,1030.0,1195.0
relevant_below_top10,23,stoneford end tables white and wood,31235,1,367.0,-0.6019270885514652,1137.0,1186.0
relevant_below_top10,23,stoneford end tables white and wood,2174,1,368.0,-0.602851839914864,455.0,470.0
relevant_below_top10,23,stoneford end tables white and wood,9288,1,369.0,-0.602851839914864,499.0,371.0
relevant_below_top10,23,stoneford end tables white and wood,17123,1,370.0,-0.602851839914864,524.0,394.0
relevant_below_top10,23,stoneford end tables white and wood,23787,1,371.0,-0.602851839914864,543.0,369.0
relevant_below_top10,23,stoneford end tables white and wood,35340,1,372.0,-0.602851839914864,598.0,354.0
relevant_below_top10,23,stoneford end tables white and wood,36600,1,373.0,-0.6032619188073135,705.0,710.0
relevant_below_top10,23,stoneford end tables white and wood,1525,1,374.0,-0.6034616098613387,647.0,689.0
relevant_below_top10,23,stoneford end tables white and wood,19278,1,375.0,-0.6036817873416961,534.0,374.0
relevant_below_top10,23,stoneford end tables white and wood,28807,1,376.0,-0.6036817873416961,575.0,517.0
relevant_below_top10,23,stoneford end tables white and wood,32505,1,377.0,-0.6036817873416961,585.0,520.0
relevant_below_top10,23,stoneford end tables white and wood,35656,1,378.0,-0.6036817873416961,601.0,525.0
relevant_below_top10,23,stoneford end tables white and wood,42367,1,379.0,-0.6039655188379066,721.0,585.0
relevant_below_top10,23,stoneford end tables white and wood,26773,1,380.0,-0.604031825704579,384.0,548.0
relevant_below_top10,23,stoneford end tables white and wood,7209,1,381.0,-0.605914276501567,187.0,149.0
relevant_below_top10,23,stoneford end tables white and wood,1747,1,382.0,-0.6081323606233483,650.0,705.0
relevant_below_top10,23,stoneford end tables white and wood,39685,1,383.0,-0.6088834702078164,989.0,1120.0
relevant_below_top10,23,stoneford end tables white and wood,40637,1,384.0,-0.6088834702078164,991.0,1010.0
relevant_below_top10,23,stoneford end tables white and wood,23734,1,385.0,-0.6090738659535246,1101.0,1054.0
relevant_below_top10,23,stoneford end tables white and wood,38273,1,386.0,-0.6097343359824265,406.0,543.0
relevant_below_top10,23,stoneford end tables white and wood,40427,1,387.0,-0.6097343359824265,415.0,544.0
relevant_below_top10,23,stoneford end tables white and wood,32151,1,388.0,-0.6102327799929399,1145.0,1108.0
relevant_below_top10,23,stoneford end tables white and wood,15821,1,389.0,-0.6107249096725178,672.0,720.0
relevant_below_top10,23,stoneford end tables white and wood,36132,1,390.0,-0.6109614549440007,982.0,988.0
relevant_below_top10,23,stoneford end tables white and wood,1950,1,391.0,-0.6121073364600175,330.0,537.0
relevant_below_top10,23,stoneford end tables white and wood,4433,1,392.0,-0.6121073364600175,339.0,344.0
relevant_below_top10,23,stoneford end tables white and wood,8671,1,393.0,-0.6121073364600175,351.0,554.0
relevant_below_top10,23,stoneford end tables white and wood,40687,1,394.0,-0.6121073364600175,417.0,327.0
relevant_below_top10,23,stoneford end tables white and wood,42755,1,395.0,-0.6121073364600175,419.0,334.0
relevant_below_top10,23,stoneford end tables white and wood,4987,1,396.0,-0.6127658359870171,909.0,1013.0
relevant_below_top10,23,stoneford end tables white and wood,23650,1,397.0,-0.6134215925809433,947.0,1080.0
relevant_below_top10,23,stoneford end tables white and wood,1958,1,398.0,-0.6143394781685634,331.0,678.0
relevant_below_top10,23,stoneford end tables white and wood,26143,1,399.0,-0.6145859804856639,955.0,987.0
relevant_below_top10,23,stoneford end tables white and wood,24391,1,400.0,-0.6146497411553092,949.0,1146.0
relevant_below_top10,23,stoneford end tables white and wood,15363,1,401.0,-0.6167725524653437,1061.0,900.0
relevant_below_top10,23,stoneford end tables white and wood,39862,1,402.0,-0.6169589809632549,990.0,999.0
relevant_below_top10,23,stoneford end tables white and wood,3737,1,403.0,-0.6180145014919182,908.0,1165.0
relevant_below_top10,23,stoneford end tables white and wood,6907,1,404.0,-0.6196199978229493,21.0,43.0
relevant_below_top10,23,stoneford end tables white and wood,36151,1,405.0,-0.6203779742372946,1165.0,1051.0
relevant_below_top10,23,stoneford end tables white and wood,14185,1,406.0,-0.6209811824117073,1057.0,902.0
relevant_below_top10,23,stoneford end tables white and wood,35060,1,407.0,-0.6229025423653662,1160.0,1134.0
relevant_below_top10,23,stoneford end tables white and wood,20591,1,408.0,-0.6244207881709455,684.0,608.0
relevant_below_top10,23,stoneford end tables white and wood,7344,1,409.0,-0.6251126776821675,348.0,591.0
relevant_below_top10,23,stoneford end tables white and wood,36214,1,410.0,-0.6251126776821675,400.0,602.0
relevant_below_top10,23,stoneford end tables white and wood,1789,1,411.0,-0.6258189980552614,651.0,584.0
relevant_below_top10,23,stoneford end tables white and wood,34267,1,412.0,-0.6258189980552614,700.0,681.0
relevant_below_top10,23,stoneford end tables white and wood,30664,1,413.0,-0.6269741926116195,1136.0,1126.0
relevant_below_top10,23,stoneford end tables white and wood,31894,1,414.0,-0.6269741926116195,1142.0,1059.0
relevant_below_top10,23,stoneford end tables white and wood,42144,1,415.0,-0.6281986115278888,999.0,1161.0
relevant_below_top10,23,stoneford end tables white and wood,2647,1,416.0,-0.6283283821329995,903.0,1028.0
relevant_below_top10,23,stoneford end tables white and wood,22472,1,417.0,-0.628453484992733,1098.0,1119.0
relevant_below_top10,23,stoneford end tables white and wood,20532,1,418.0,-0.6294519567047747,897.0,891.0
relevant_below_top10,23,stoneford end tables white and wood,24302,1,419.0,-0.6300795875233284,689.0,699.0
relevant_below_top10,23,stoneford end tables white and wood,20555,1,420.0,-0.6303970048155378,373.0,615.0
relevant_below_top10,23,stoneford end tables white and wood,6807,1,421.0,-0.6308045322051454,917.0,1014.0
relevant_below_top10,23,stoneford end tables white and wood,1370,1,422.0,-0.630815187960015,329.0,627.0
relevant_below_top10,23,stoneford end tables white and wood,4162,1,423.0,-0.630815187960015,336.0,613.0
relevant_below_top10,23,stoneford end tables white and wood,26131,1,424.0,-0.630815187960015,380.0,685.0
relevant_below_top10,23,stoneford end tables white and wood,25620,1,425.0,-0.631567565573005,693.0,686.0
relevant_below_top10,23,stoneford end tables white and wood,38827,1,426.0,-0.631567565573005,710.0,669.0
relevant_below_top10,23,stoneford end tables white and wood,30130,1,427.0,-0.6316176048019285,1132.0,1104.0
relevant_below_top10,23,stoneford end tables white and wood,32977,1,428.0,-0.6321415653230765,971.0,1034.0
relevant_below_top10,23,stoneford end tables white and wood,638,1,429.0,-0.6331881884376059,149.0,670.0
relevant_below_top10,23,stoneford end tables white and wood,22608,1,430.0,-0.6331881884376059,248.0,659.0
relevant_below_top10,23,stoneford end tables white and wood,26179,1,431.0,-0.6331881884376059,382.0,638.0
relevant_below_top10,23,stoneford end tables white and wood,22493,1,432.0,-0.6335635249440705,542.0,716.0
relevant_below_top10,23,stoneford end tables white and wood,16902,1,433.0,-0.6338396708628891,1249.0,1250.0
relevant_below_top10,23,stoneford end tables white and wood,17503,1,434.0,-0.6338396708628891,1236.0,1221.0
relevant_below_top10,23,stoneford end tables white and wood,25547,1,435.0,-0.634018135864438,379.0,616.0
relevant_below_top10,23,stoneford end tables white and wood,39952,1,436.0,-0.6342859726813765,1176.0,1175.0
relevant_below_top10,23,stoneford end tables white and wood,37304,1,437.0,-0.6345145658006675,985.0,1003.0
relevant_below_top10,23,stoneford end tables white and wood,14096,1,438.0,-0.635071898379978,1056.0,1057.0
relevant_below_top10,23,stoneford end tables white and wood,17849,1,439.0,-0.6353993986983868,1076.0,1201.0
relevant_below_top10,23,stoneford end tables white and wood,42724,1,440.0,-0.6358281550410719,724.0,535.0
relevant_below_top10,23,stoneford end tables white and wood,8954,1,441.0,-0.6369024425038784,1041.0,1150.0
relevant_below_top10,23,stoneford end tables white and wood,38332,1,442.0,-0.6370796801051443,709.0,597.0
relevant_below_top10,23,stoneford end tables white and wood,42430,1,443.0,-0.637320115079776,1193.0,1042.0
relevant_below_top10,23,stoneford end tables white and wood,4010,1,444.0,-0.6377323899307105,1197.0,1216.0
relevant_below_top10,23,stoneford end tables white and wood,5369,1,445.0,-0.6377323899307105,1234.0,1242.0
relevant_below_top10,23,stoneford end tables white and wood,6317,1,446.0,-0.6377323899307105,1034.0,1203.0
relevant_below_top10,23,stoneford end tables white and wood,4650,1,447.0,-0.6385465621494435,1022.0,911.0
relevant_below_top10,23,stoneford end tables white and wood,4719,1,448.0,-0.6394526805827352,653.0,663.0
relevant_below_top10,23,stoneford end tables white and wood,5869,1,449.0,-0.6394526805827352,657.0,676.0
relevant_below_top10,23,stoneford end tables white and wood,9442,1,450.0,-0.6394526805827352,661.0,635.0
relevant_below_top10,23,stoneford end tables white and wood,16820,1,451.0,-0.6394526805827352,674.0,739.0
relevant_below_top10,23,stoneford end tables white and wood,17179,1,452.0,-0.6394526805827352,677.0,588.0
relevant_below_top10,23,stoneford end tables white and wood,23649,1,453.0,-0.6394526805827352,686.0,698.0
relevant_below_top10,23,stoneford end tables white and wood,23875,1,454.0,-0.6394526805827352,688.0,709.0
relevant_below_top10,23,stoneford end tables white and wood,37737,1,455.0,-0.6394526805827352,707.0,682.0
relevant_below_top10,23,stoneford end tables white and wood,39861,1,456.0,-0.6394526805827352,712.0,651.0
relevant_below_top10,23,stoneford end tables white and wood,9518,1,457.0,-0.639693115557367,1052.0,1157.0
relevant_below_top10,23,stoneford end tables white and wood,28991,1,458.0,-0.639693115557367,1129.0,1060.0
relevant_below_top10,23,stoneford end tables white and wood,15345,1,459.0,-0.6410735854243003,1060.0,1103.0
relevant_below_top10,23,stoneford end tables white and wood,15349,1,460.0,-0.6412290419074107,1205.0,1224.0
relevant_below_top10,23,stoneford end tables white and wood,35892,1,461.0,-0.6425512484608784,979.0,980.0
relevant_below_top10,23,stoneford end tables white and wood,4161,1,462.0,-0.6436375419005169,6.0,18.0
relevant_below_top10,23,stoneford end tables white and wood,24500,1,463.0,-0.6437132700508021,691.0,633.0
relevant_below_top10,23,stoneford end tables white and wood,27983,1,464.0,-0.644467489327349,8.0,22.0
relevant_below_top10,23,stoneford end tables white and wood,8992,1,465.0,-0.644879472780361,1048.0,937.0
relevant_below_top10,23,stoneford end tables white and wood,3712,1,466.0,-0.6455569980943617,732.0,655.0
relevant_below_top10,23,stoneford end tables white and wood,25882,1,467.0,-0.6455569980943617,744.0,712.0
relevant_below_top10,23,stoneford end tables white and wood,696,1,468.0,-0.645632079852233,899.0,683.0
relevant_below_top10,23,stoneford end tables white and wood,5161,1,469.0,-0.6457541963653014,910.0,1094.0
relevant_below_top10,23,stoneford end tables white and wood,27945,1,470.0,-0.6457541963653014,960.0,1095.0
relevant_below_top10,23,stoneford end tables white and wood,7271,1,471.0,-0.6463213935901415,1039.0,935.0
relevant_below_top10,23,stoneford end tables white and wood,1260,1,472.0,-0.647634982830546,729.0,624.0
relevant_below_top10,23,stoneford end tables white and wood,8979,1,473.0,-0.6486943940677324,1044.0,936.0
relevant_below_top10,23,stoneford end tables white and wood,26768,1,474.0,-0.6486943940677324,1124.0,905.0
relevant_below_top10,23,stoneford end tables white and wood,26861,1,475.0,-0.6486943940677324,1125.0,906.0
relevant_below_top10,23,stoneford end tables white and wood,33094,1,476.0,-0.6491704743482848,589.0,522.0
relevant_below_top10,23,stoneford end tables white and wood,36280,1,477.0,-0.6491704743482848,603.0,526.0
relevant_below_top10,23,stoneford end tables white and wood,18715,1,478.0,-0.6492268939601886,1082.0,1066.0
relevant_below_top10,23,stoneford end tables white and wood,18013,1,479.0,-0.6494798780514316,1078.0,943.0
relevant_below_top10,23,stoneford end tables white and wood,25163,1,480.0,-0.6506090854012981,46.0,10.0
relevant_below_top10,23,stoneford end tables white and wood,9494,1,481.0,-0.6506923111473691,662.0,658.0
relevant_below_top10,23,stoneford end tables white and wood,38907,1,482.0,-0.6512595083722093,749.0,664.0
relevant_below_top10,23,stoneford end tables white and wood,40194,1,483.0,-0.6512595083722093,750.0,649.0
relevant_below_top10,23,stoneford end tables white and wood,32150,1,484.0,-0.6513952557003017,1144.0,956.0
relevant_below_top10,23,stoneford end tables white and wood,4870,1,485.0,-0.651499943346841,1024.0,1190.0
relevant_below_top10,23,stoneford end tables white and wood,4985,1,486.0,-0.651858513876928,1025.0,932.0
relevant_below_top10,23,stoneford end tables white and wood,16797,1,487.0,-0.6529549835357994,1066.0,914.0
relevant_below_top10,23,stoneford end tables white and wood,24554,1,488.0,-0.6529549835357994,1113.0,892.0
relevant_below_top10,23,stoneford end tables white and wood,38378,1,489.0,-0.6529549835357994,1171.0,922.0
relevant_below_top10,23,stoneford end tables white and wood,1796,1,490.0,-0.6536325088498002,730.0,661.0
relevant_below_top10,23,stoneford end tables white and wood,1863,1,491.0,-0.6536325088498002,766.0,623.0
relevant_below_top10,23,stoneford end tables white and wood,1903,1,492.0,-0.6536325088498002,731.0,648.0
relevant_below_top10,23,stoneford end tables white and wood,4720,1,493.0,-0.6536325088498002,733.0,652.0
relevant_below_top10,23,stoneford end tables white and wood,7734,1,494.0,-0.6536325088498002,734.0,732.0
relevant_below_top10,23,stoneford end tables white and wood,16823,1,495.0,-0.6536325088498002,739.0,708.0
relevant_below_top10,23,stoneford end tables white and wood,17090,1,496.0,-0.6536325088498002,740.0,717.0
relevant_below_top10,23,stoneford end tables white and wood,24117,1,497.0,-0.6536325088498002,742.0,656.0
relevant_below_top10,23,stoneford end tables white and wood,25084,1,498.0,-0.6536325088498002,743.0,718.0
relevant_below_top10,23,stoneford end tables white and wood,25885,1,499.0,-0.6536325088498002,745.0,778.0
relevant_below_top10,23,stoneford end tables white and wood,28243,1,500.0,-0.6536325088498002,696.0,818.0
relevant_below_top10,23,stoneford end tables white and wood,40425,1,501.0,-0.6536325088498002,751.0,711.0
relevant_below_top10,23,stoneford end tables white and wood,42337,1,502.0,-0.6536325088498002,753.0,730.0
relevant_below_top10,23,stoneford end tables white and wood,14903,1,503.0,-0.6552879747681231,1059.0,913.0
relevant_below_top10,23,stoneford end tables white and wood,16239,1,504.0,-0.6575610241547755,1063.0,941.0
relevant_below_top10,23,stoneford end tables white and wood,19630,1,505.0,-0.6575610241547755,1087.0,945.0
relevant_below_top10,23,stoneford end tables white and wood,7918,1,506.0,-0.6578930983178671,735.0,662.0
relevant_below_top10,23,stoneford end tables white and wood,34777,1,507.0,-0.6591040772055343,1157.0,1160.0
relevant_below_top10,23,stoneford end tables white and wood,37746,1,508.0,-0.6596944773259779,43.0,14.0
relevant_below_top10,23,stoneford end tables white and wood,3847,1,509.0,-0.6599340246323664,1021.0,930.0
relevant_below_top10,23,stoneford end tables white and wood,4869,1,510.0,-0.6599340246323664,1023.0,931.0
relevant_below_top10,23,stoneford end tables white and wood,5116,1,511.0,-0.6599340246323664,1029.0,934.0
relevant_below_top10,23,stoneford end tables white and wood,15577,1,512.0,-0.6599340246323664,1062.0,940.0
relevant_below_top10,23,stoneford end tables white and wood,17638,1,513.0,-0.6599340246323664,1074.0,942.0
relevant_below_top10,23,stoneford end tables white and wood,17673,1,514.0,-0.6599340246323664,1075.0,903.0
relevant_below_top10,23,stoneford end tables white and wood,20212,1,515.0,-0.6599340246323664,1088.0,946.0
relevant_below_top10,23,stoneford end tables white and wood,22844,1,516.0,-0.6599340246323664,1099.0,949.0
relevant_below_top10,23,stoneford end tables white and wood,35075,1,517.0,-0.6599340246323664,1161.0,921.0
relevant_below_top10,23,stoneford end tables white and wood,40297,1,518.0,-0.6599340246323664,1177.0,965.0
relevant_below_top10,23,stoneford end tables white and wood,40980,1,519.0,-0.6599340246323664,1180.0,898.0
relevant_below_top10,23,stoneford end tables white and wood,41320,1,520.0,-0.6599340246323664,1183.0,966.0
relevant_below_top10,23,stoneford end tables white and wood,41362,1,521.0,-0.6599340246323664,1191.0,971.0
relevant_below_top10,23,stoneford end tables white and wood,13135,1,522.0,-0.6624991389368432,738.0,600.0
relevant_below_top10,23,stoneford end tables white and wood,37789,1,523.0,-0.6640421919876021,748.0,677.0
relevant_below_top10,23,stoneford end tables white and wood,7934,1,524.0,-0.6648721394144341,736.0,583.0
relevant_below_top10,23,stoneford end tables white and wood,34975,1,525.0,-0.6649337204145582,1246.0,1222.0
relevant_below_top10,23,stoneford end tables white and wood,24863,1,526.0,-0.6657636678413903,1117.0,951.0
relevant_below_top10,23,stoneford end tables white and wood,21184,1,527.0,-0.6671952032292615,940.0,762.0
relevant_below_top10,23,stoneford end tables white and wood,39377,1,528.0,-0.6681366683189812,1175.0,964.0
relevant_below_top10,23,stoneford end tables white and wood,1965,1,529.0,-0.6686360590242499,332.0,574.0
relevant_below_top10,23,stoneford end tables white and wood,1549,1,530.0,-0.6704992672588406,1194.0,1199.0
relevant_below_top10,23,stoneford end tables white and wood,24660,1,531.0,-0.6719682110900174,45.0,12.0
relevant_below_top10,23,stoneford end tables white and wood,25170,1,532.0,-0.6719682110900174,14.0,11.0
relevant_below_top10,23,stoneford end tables white and wood,14608,1,533.0,-0.674318428708458,927.0,1176.0
relevant_below_top10,23,stoneford end tables white and wood,19497,1,534.0,-0.6776493498101963,936.0,763.0
relevant_below_top10,23,stoneford end tables white and wood,26767,1,535.0,-0.678579018176525,958.0,981.0
relevant_below_top10,23,stoneford end tables white and wood,42602,1,536.0,-0.6820938672396722,635.0,342.0
relevant_below_top10,23,stoneford end tables white and wood,9174,1,537.0,-0.6821160813539016,497.0,362.0
relevant_below_top10,23,stoneford end tables white and wood,24572,1,538.0,-0.6823917837411472,1114.0,1023.0
relevant_below_top10,23,stoneford end tables white and wood,7144,1,539.0,-0.6824161344768166,918.0,993.0
relevant_below_top10,23,stoneford end tables white and wood,13702,1,540.0,-0.6828330805497917,503.0,700.0
relevant_below_top10,23,stoneford end tables white and wood,37298,1,541.0,-0.6830221552670648,609.0,759.0
relevant_below_top10,23,stoneford end tables white and wood,41761,1,542.0,-0.6835491688823128,997.0,998.0
relevant_below_top10,23,stoneford end tables white and wood,1536,1,543.0,-0.6848662842142698,902.0,1098.0
relevant_below_top10,23,stoneford end tables white and wood,1860,1,544.0,-0.6858129327379362,1010.0,1050.0
relevant_below_top10,23,stoneford end tables white and wood,8981,1,545.0,-0.6858129327379362,1046.0,1061.0
relevant_below_top10,23,stoneford end tables white and wood,1334,1,546.0,-0.6863544567077392,443.0,390.0
relevant_below_top10,23,stoneford end tables white and wood,8666,1,547.0,-0.6863544567077392,493.0,483.0
relevant_below_top10,23,stoneford end tables white and wood,32985,1,548.0,-0.6863544567077392,588.0,521.0
relevant_below_top10,23,stoneford end tables white and wood,34596,1,549.0,-0.6863544567077392,595.0,418.0
relevant_below_top10,23,stoneford end tables white and wood,14478,1,550.0,-0.6866767239448835,925.0,1069.0
relevant_below_top10,23,stoneford end tables white and wood,26085,1,551.0,-0.6866767239448835,954.0,1030.0
relevant_below_top10,23,stoneford end tables white and wood,7208,1,552.0,-0.686964309055707,488.0,338.0
relevant_below_top10,23,stoneford end tables white and wood,947,1,553.0,-0.6871671222593162,901.0,991.0
relevant_below_top10,23,stoneford end tables white and wood,17066,1,554.0,-0.6871671222593162,930.0,973.0
relevant_below_top10,23,stoneford end tables white and wood,22990,1,555.0,-0.687463900962655,898.0,764.0
relevant_below_top10,23,stoneford end tables white and wood,42883,1,556.0,-0.6890547112497922,1001.0,1031.0
relevant_below_top10,23,stoneford end tables white and wood,15167,1,557.0,-0.6890993634621362,819.0,861.0
relevant_below_top10,23,stoneford end tables white and wood,8993,1,558.0,-0.6896256983025584,1049.0,1141.0
relevant_below_top10,23,stoneford end tables white and wood,25162,1,559.0,-0.6899789822494025,552.0,680.0
relevant_below_top10,23,stoneford end tables white and wood,29325,1,560.0,-0.6899789822494025,578.0,756.0
relevant_below_top10,23,stoneford end tables white and wood,39462,1,561.0,-0.6900011963636318,622.0,455.0
relevant_below_top10,23,stoneford end tables white and wood,8968,1,562.0,-0.6900735222060032,921.0,1194.0
relevant_below_top10,23,stoneford end tables white and wood,16581,1,563.0,-0.6900735222060032,1065.0,1077.0
relevant_below_top10,23,stoneford end tables white and wood,42619,1,564.0,-0.6900735222060032,1000.0,1204.0
relevant_below_top10,23,stoneford end tables white and wood,17917,1,565.0,-0.6925035503774741,526.0,497.0
relevant_below_top10,23,stoneford end tables white and wood,28824,1,566.0,-0.6925035503774741,576.0,417.0
relevant_below_top10,23,stoneford end tables white and wood,13504,1,567.0,-0.6927991764526531,357.0,611.0
relevant_below_top10,23,stoneford end tables white and wood,5345,1,568.0,-0.6933334978043062,478.0,477.0
relevant_below_top10,23,stoneford end tables white and wood,26111,1,569.0,-0.6938174475729435,557.0,398.0
relevant_below_top10,23,stoneford end tables white and wood,20378,1,570.0,-0.6939106385062948,1089.0,1117.0
relevant_below_top10,23,stoneford end tables white and wood,33005,1,571.0,-0.6939106385062948,1146.0,1064.0
relevant_below_top10,23,stoneford end tables white and wood,16599,1,572.0,-0.6942395717174694,519.0,494.0
relevant_below_top10,23,stoneford end tables white and wood,18129,1,573.0,-0.6942395717174694,529.0,744.0
relevant_below_top10,23,stoneford end tables white and wood,24019,1,574.0,-0.6942395717174694,546.0,742.0
relevant_below_top10,23,stoneford end tables white and wood,33975,1,575.0,-0.6942395717174694,590.0,735.0
relevant_below_top10,23,stoneford end tables white and wood,36656,1,576.0,-0.6942395717174694,606.0,768.0
relevant_below_top10,23,stoneford end tables white and wood,5412,1,577.0,-0.6953204307952046,913.0,1099.0
relevant_below_top10,23,stoneford end tables white and wood,6234,1,578.0,-0.6953204307952046,916.0,992.0
relevant_below_top10,23,stoneford end tables white and wood,9012,1,579.0,-0.6953204307952046,1050.0,1097.0
relevant_below_top10,23,stoneford end tables white and wood,14477,1,580.0,-0.6953204307952046,924.0,1068.0
relevant_below_top10,23,stoneford end tables white and wood,17185,1,581.0,-0.6953204307952046,931.0,1067.0
relevant_below_top10,23,stoneford end tables white and wood,18731,1,582.0,-0.6953204307952046,933.0,1070.0
relevant_below_top10,23,stoneford end tables white and wood,22738,1,583.0,-0.6953204307952046,944.0,995.0
relevant_below_top10,23,stoneford end tables white and wood,24155,1,584.0,-0.6953204307952046,948.0,1076.0
relevant_below_top10,23,stoneford end tables white and wood,35995,1,585.0,-0.6953204307952046,980.0,1071.0
relevant_below_top10,23,stoneford end tables white and wood,35996,1,586.0,-0.6953204307952046,981.0,1072.0
relevant_below_top10,23,stoneford end tables white and wood,40344,1,587.0,-0.6955308408169159,1178.0,1024.0
relevant_below_top10,23,stoneford end tables white and wood,8977,1,588.0,-0.6962886258112034,1042.0,1009.0
relevant_below_top10,23,stoneford end tables white and wood,17140,1,589.0,-0.6962886258112034,1071.0,1156.0
relevant_below_top10,23,stoneford end tables white and wood,1748,1,590.0,-0.6965711300570272,1233.0,1238.0
relevant_below_top10,23,stoneford end tables white and wood,1778,1,591.0,-0.6965711300570272,1195.0,1202.0
relevant_below_top10,23,stoneford end tables white and wood,24281,1,592.0,-0.6965711300570272,1102.0,1227.0
relevant_below_top10,23,stoneford end tables white and wood,26331,1,593.0,-0.6974419731146068,561.0,352.0
relevant_below_top10,23,stoneford end tables white and wood,7372,1,594.0,-0.6981712279743617,1040.0,1025.0
relevant_below_top10,23,stoneford end tables white and wood,8989,1,595.0,-0.6986616262887944,1047.0,1039.0
relevant_below_top10,23,stoneford end tables white and wood,16853,1,596.0,-0.6986616262887944,1069.0,1133.0
relevant_below_top10,23,stoneford end tables white and wood,17859,1,597.0,-0.6986616262887944,1077.0,1110.0
relevant_below_top10,23,stoneford end tables white and wood,18802,1,598.0,-0.6986616262887944,1085.0,1153.0
relevant_below_top10,23,stoneford end tables white and wood,26205,1,599.0,-0.6986616262887944,1120.0,1138.0
relevant_below_top10,23,stoneford end tables white and wood,26862,1,600.0,-0.6986616262887944,1126.0,1112.0
relevant_below_top10,23,stoneford end tables white and wood,34394,1,601.0,-0.6986616262887944,1154.0,1113.0
relevant_below_top10,23,stoneford end tables white and wood,19579,1,602.0,-0.7001399444662719,1208.0,1198.0
relevant_below_top10,23,stoneford end tables white and wood,26676,1,603.0,-0.7003886653872043,566.0,714.0
relevant_below_top10,23,stoneford end tables white and wood,5661,1,604.0,-0.7008317195250942,1200.0,1169.0
relevant_below_top10,23,stoneford end tables white and wood,14605,1,605.0,-0.7008317195250942,1058.0,1159.0
relevant_below_top10,23,stoneford end tables white and wood,42014,1,606.0,-0.7011900832494957,998.0,1074.0
relevant_below_top10,23,stoneford end tables white and wood,6835,1,607.0,-0.7012186128140364,483.0,713.0
relevant_below_top10,23,stoneford end tables white and wood,37303,1,608.0,-0.7012186128140364,610.0,736.0
relevant_below_top10,23,stoneford end tables white and wood,7592,1,609.0,-0.7017025625826737,489.0,696.0
relevant_below_top10,23,stoneford end tables white and wood,36442,1,610.0,-0.7019531731702593,147.0,121.0
relevant_below_top10,23,stoneford end tables white and wood,3500,1,611.0,-0.7029222157568613,1020.0,1091.0
relevant_below_top10,23,stoneford end tables white and wood,18729,1,612.0,-0.7034181365635631,932.0,1047.0
relevant_below_top10,23,stoneford end tables white and wood,37510,1,613.0,-0.704000198363423,35.0,37.0
relevant_below_top10,23,stoneford end tables white and wood,950,1,614.0,-0.7046444850897163,1006.0,1188.0
relevant_below_top10,23,stoneford end tables white and wood,24668,1,615.0,-0.7046688358253858,1115.0,1170.0
relevant_below_top10,23,stoneford end tables white and wood,26086,1,616.0,-0.7046688358253858,1210.0,1197.0
relevant_below_top10,23,stoneford end tables white and wood,36189,1,617.0,-0.7046688358253858,1216.0,1217.0
relevant_below_top10,23,stoneford end tables white and wood,20850,1,618.0,-0.7047227070967288,938.0,974.0
relevant_below_top10,23,stoneford end tables white and wood,35055,1,619.0,-0.7047227070967288,978.0,1035.0
relevant_below_top10,23,stoneford end tables white and wood,18128,1,620.0,-0.7052158531149577,678.0,444.0
relevant_below_top10,23,stoneford end tables white and wood,29666,1,621.0,-0.7054046871894725,965.0,1090.0
relevant_below_top10,23,stoneford end tables white and wood,40830,1,622.0,-0.7057961238684718,993.0,979.0
relevant_below_top10,23,stoneford end tables white and wood,25972,1,623.0,-0.7066102960872048,953.0,1114.0
relevant_below_top10,23,stoneford end tables white and wood,5037,1,624.0,-0.7068149348246827,1027.0,1125.0
relevant_below_top10,23,stoneford end tables white and wood,7081,1,625.0,-0.7068149348246827,1038.0,1063.0
relevant_below_top10,23,stoneford end tables white and wood,13945,1,626.0,-0.7068149348246827,1054.0,1142.0
relevant_below_top10,23,stoneford end tables white and wood,30134,1,627.0,-0.7068149348246827,1133.0,1041.0
relevant_below_top10,23,stoneford end tables white and wood,33495,1,628.0,-0.7068149348246827,1152.0,1079.0
relevant_below_top10,23,stoneford end tables white and wood,36341,1,629.0,-0.7070468231302944,1239.0,1243.0
relevant_below_top10,23,stoneford end tables white and wood,22114,1,630.0,-0.7078472656403658,1096.0,1143.0
relevant_below_top10,23,stoneford end tables white and wood,39612,1,631.0,-0.7080215616652762,623.0,531.0
relevant_below_top10,23,stoneford end tables white and wood,14115,1,632.0,-0.7081691243460627,923.0,893.0
relevant_below_top10,23,stoneford end tables white and wood,19081,1,633.0,-0.7081691243460627,935.0,1048.0
relevant_below_top10,23,stoneford end tables white and wood,22066,1,634.0,-0.7081691243460627,941.0,994.0
relevant_below_top10,23,stoneford end tables white and wood,1857,1,635.0,-0.7089115359556871,448.0,467.0
relevant_below_top10,23,stoneford end tables white and wood,26905,1,636.0,-0.7089832965647958,959.0,1033.0
